numer_klienta|typ|nazwa1|nazwa2|data
1292832||nan|nan|
1719244||nan|nan|
1097157||nan|nan|
1458074||nan|nan|
1508569||nan|nan|
1435187||nan|nan|
1111898||nan|nan|
1411150||nan|nan|
1682770||nan|nan|
1380185||nan|nan|
1906568||nan|nan|
1313334||nan|nan|
1082902||nan|nan|
1838386||nan|nan|
1140965||nan|nan|
1459701||nan|nan|
1753329||nan|nan|
1848314||nan|nan|
1418771||nan|nan|
1035366||nan|nan|
1070700||nan|nan|
1904050||nan|nan|
1402937||nan|nan|
1858971||nan|nan|
1583385||nan|nan|
1514341||nan|nan|
1018534||Nikola|Sienkiewicz|
1851795||nan|nan|
1916534||nan|nan|
1114948||nan|nan|
1874540||nan|nan|
1442246||nan|nan|
1814615||nan|nan|
1776743||nan|nan|
1355026||nan|nan|
1695720||nan|nan|
1117043||nan|nan|
1501876||nan|nan|
1144630||nan|nan|
1489970||nan|nan|
1890859||nan|nan|
1521811||nan|nan|
1879343||nan|nan|
1047730||nan|nan|
1860616||nan|nan|
1821921||nan|nan|
1886624||nan|nan|
1022890||nan|nan|
1333112||nan|nan|
1947486||nan|nan|
1055361||nan|nan|
1593164||nan|nan|
1931756||nan|nan|
1521035||nan|nan|
1493837||nan|nan|
1820764||nan|nan|
2005118||nan|nan|
1775355||nan|nan|
1066402||nan|nan|
1671040||nan|nan|
1171341||nan|nan|
1340497||nan|nan|
1233814||nan|nan|
1144271||nan|nan|
1877212||nan|nan|
1635781||nan|nan|
1970427||nan|nan|
1875919||nan|nan|
1901876||nan|nan|
1590991||nan|nan|
1808269||nan|nan|
1456330||nan|nan|
1350947||nan|nan|
1298432||nan|nan|
1989723||nan|nan|
1227904||nan|nan|
1695493||nan|nan|
1821864||nan|nan|
1039321||nan|nan|
1351625||nan|nan|
1437354||nan|nan|
1455443||nan|nan|
1299008||nan|nan|
1370689||nan|nan|
1073938||nan|nan|
1160580||nan|nan|
1228881||nan|nan|
1877248||nan|nan|
1603959||nan|nan|
1876796||nan|nan|
1894127||nan|nan|
1099473||nan|nan|
1788427||nan|nan|
1594197||nan|nan|
1080477||nan|nan|
1494456||nan|nan|
1068271||nan|nan|
1119208||nan|nan|
1099631||nan|nan|
1711741||nan|nan|
1563191||nan|nan|
1833551||nan|nan|
1438819||nan|nan|
1859532||nan|nan|
1172513||nan|nan|
1587639||nan|nan|
1606522||nan|nan|
1489737||nan|nan|
1769877||nan|nan|
1988830||nan|nan|
1223099||nan|nan|
1590996||nan|nan|
1263932||nan|nan|
1648022||nan|nan|
1444989||nan|nan|
1999066||nan|nan|
1343487||nan|nan|
1994524||nan|nan|
1258281||nan|nan|
1165234||nan|nan|
1335010||nan|nan|
1844895||nan|nan|
1844280||nan|nan|
1051446||nan|nan|
1064814||nan|nan|
1179121||nan|nan|
1486092||nan|nan|
1337965||nan|nan|
1333646||nan|nan|
2001067||nan|nan|
1380472||nan|nan|
1115150||nan|nan|
1756073||nan|nan|
1603723||nan|nan|
1990584||nan|nan|
1618824||nan|nan|
1609611||nan|nan|
1899006||nan|nan|
1277592||nan|nan|
1365920||nan|nan|
1854555||nan|nan|
1208491||nan|nan|
1077818||nan|nan|
1474552||nan|nan|
1076537||nan|nan|
1151006||nan|nan|
1313675||nan|nan|
1099455||nan|nan|
1175352||nan|nan|
1465342||nan|nan|
1193388||nan|nan|
1051468||nan|nan|
1732689||nan|nan|
1932044||nan|nan|
1758313||nan|nan|
1054925||nan|nan|
1524767||nan|nan|
1902580||nan|nan|
1023917||nan|nan|
1333191||nan|nan|
1298509||nan|nan|
1637817||nan|nan|
1119153||nan|nan|
1606477||nan|nan|
1048019||nan|nan|
1466056||nan|nan|
1326424||nan|nan|
1236667||nan|nan|
1652829||nan|nan|
1650040||nan|nan|
1080827||nan|nan|
1482835||nan|nan|
1749233||nan|nan|
1252702||nan|nan|
1191719||nan|nan|
1430442||nan|nan|
1817814||nan|nan|
1067699||nan|nan|
1847395||nan|nan|
1600851||nan|nan|
1493402||nan|nan|
1871395||nan|nan|
1909268||nan|nan|
1092872||nan|nan|
1453980||nan|nan|
1973619||nan|nan|
1566559||nan|nan|
1591886||nan|nan|
1651709||nan|nan|
1917666||nan|nan|
1914751||nan|nan|
1292273||nan|nan|
1644659||nan|nan|
1485254||nan|nan|
1510102||nan|nan|
1017592||nan|nan|
1686536||nan|nan|
1516626||nan|nan|
1483661||nan|nan|
1134871||nan|nan|
1866646||nan|nan|
1797827||nan|nan|
1979631||nan|nan|
1446520||nan|nan|
1539059||nan|nan|
1439811||nan|nan|
1250517||nan|nan|
1664112||nan|nan|
1333937||nan|nan|
1643266||nan|nan|
1650352||nan|nan|
1045878||nan|nan|
1983979||nan|nan|
1697242||nan|nan|
1135296||nan|nan|
1759470||nan|nan|
1535753||nan|nan|
1770682||nan|nan|
1398909||nan|nan|
1481869||nan|nan|
1392725||nan|nan|
1675313||nan|nan|
1325290||nan|nan|
1082381||nan|nan|
1681801||nan|nan|
1229020||nan|nan|
1069187||nan|nan|
1500608||nan|nan|
1527272||nan|nan|
1046193||nan|nan|
1615729||nan|nan|
1371596||nan|nan|
1797696||nan|nan|
1455513||nan|nan|
1115723||nan|nan|
1549345||nan|nan|
1808126||nan|nan|
1674622||nan|nan|
1232965||nan|nan|
1282686||nan|nan|
1133064||nan|nan|
1457999||nan|nan|
1742024||nan|nan|
1879607||nan|nan|
1427412||nan|nan|
1954552||nan|nan|
1426295||nan|nan|
1458269||nan|nan|
1429099||nan|nan|
1610143||nan|nan|
1623851||nan|nan|
1381088||nan|nan|
1278448||nan|nan|
1763828||nan|nan|
1911546||nan|nan|
1302748||nan|nan|
1768811||nan|nan|
1656187||nan|nan|
1754532||nan|nan|
1323831||nan|nan|
1199122||nan|nan|
1428802||nan|nan|
1611690||nan|nan|
1707796||nan|nan|
1260910||nan|nan|
1844817||nan|nan|
1739532||nan|nan|
1105895||nan|nan|
1311265||nan|nan|
1030248||nan|nan|
1263902||nan|nan|
1953243||nan|nan|
1971931||nan|nan|
1796666||nan|nan|
1940548||nan|nan|
1634376||nan|nan|
1248740||nan|nan|
1196106||nan|nan|
1503260||nan|nan|
1895018||nan|nan|
1901663||nan|nan|
1378489||nan|nan|
1826868||nan|nan|
1900669||nan|nan|
1663993||nan|nan|
1750985||nan|nan|
1516872||nan|nan|
1358716||nan|nan|
1193913||nan|nan|
2001214||nan|nan|
1149985||nan|nan|
1947421||nan|nan|
1757291||nan|nan|
1811034||nan|nan|
1669621||nan|nan|
1642478||nan|nan|
1726402||nan|nan|
1616412||nan|nan|
1694975||nan|nan|
1332334||nan|nan|
1499324||nan|nan|
1638239||nan|nan|
1604364||nan|nan|
1042326||nan|nan|
1728742||nan|nan|
1976019||nan|nan|
1947362||nan|nan|
1078141||nan|nan|
1780861||nan|nan|
1147654||nan|nan|
1818981||nan|nan|
1639548||nan|nan|
1801029||nan|nan|
1230510||nan|nan|
1279913||nan|nan|
1787122||nan|nan|
1964525||nan|nan|
1990739||nan|nan|
1560511||nan|nan|
1764934||nan|nan|
1863401||nan|nan|
1174589||nan|nan|
1857864||nan|nan|
1980363||nan|nan|
1478817||nan|nan|
1622125||nan|nan|
1173023||nan|nan|
1261728||nan|nan|
1504776||nan|nan|
1835449||nan|nan|
1524165||nan|nan|
1083325||nan|nan|
1331543||nan|nan|
1800799||nan|nan|
1452498||nan|nan|
1117579||nan|nan|
1308615||nan|nan|
1437539||nan|nan|
1421830||nan|nan|
1974019||nan|nan|
1758105||nan|nan|
1090019||nan|nan|
1049379||nan|nan|
1963349||nan|nan|
1432213||nan|nan|
1971292||nan|nan|
1433179||nan|nan|
1675901||nan|nan|
1750979||nan|nan|
1104483||nan|nan|
1110989||nan|nan|
1993940||nan|nan|
1601566||nan|nan|
1697591||nan|nan|
1084204||nan|nan|
1217207||nan|nan|
1813286||nan|nan|
1965859||nan|nan|
1342154||nan|nan|
1138031||nan|nan|
2011968||nan|nan|
1695731||nan|nan|
1429583||nan|nan|
1075807||nan|nan|
1255267||nan|nan|
1889884||nan|nan|
1262177||nan|nan|
1964320||nan|nan|
1723142||nan|nan|
1975477||nan|nan|
1730415||nan|nan|
1439260||nan|nan|
1107420||nan|nan|
1405269||nan|nan|
1557547||nan|nan|
1557547||nan|nan|
1061711||nan|nan|
1133840||nan|nan|
1760141||nan|nan|
1930994||nan|nan|
1648590||nan|nan|
1655090||nan|nan|
1046617||nan|nan|
1234082||nan|nan|
1865722||nan|nan|
1881013||nan|nan|
1705277||nan|nan|
1690661||nan|nan|
1977835||nan|nan|
1202548||nan|nan|
1393135||nan|nan|
1740846||nan|nan|
1788698||nan|nan|
1869209||nan|nan|
1202212||nan|nan|
1594205||nan|nan|
1315747||nan|nan|
1749931||nan|nan|
1388189||nan|nan|
1462237||nan|nan|
1697424||nan|nan|
1949023||nan|nan|
1638726||nan|nan|
1038357||nan|nan|
1491069||nan|nan|
1495504||nan|nan|
1371685||nan|nan|
1312354||nan|nan|
1292438||nan|nan|
1746619||nan|nan|
1669210||nan|nan|
1714446||nan|nan|
1906855||nan|nan|
1400751||nan|nan|
1843635||nan|nan|
1901109||nan|nan|
1443507||nan|nan|
1802175||nan|nan|
1338842||nan|nan|
1689728||nan|nan|
1644301||nan|nan|
2009639||nan|nan|
1105646||nan|nan|
1831340||nan|nan|
1149041||nan|nan|
1986179||nan|nan|
1874635||nan|nan|
1907060||nan|nan|
1016369||nan|nan|
1358372||nan|nan|
1053660||nan|nan|
1246158||nan|nan|
1170974||nan|nan|
1496049||nan|nan|
1700542||nan|nan|
1902671||nan|nan|
1460909||nan|nan|
1423016||nan|nan|
1884916||nan|nan|
1416792||nan|nan|
1702675||nan|nan|
1204654||nan|nan|
1208802||nan|nan|
1789931||nan|nan|
1814440||nan|nan|
1961718||nan|nan|
1266165||nan|nan|
1759092||nan|nan|
1842399||nan|nan|
1077448||nan|nan|
1405434||nan|nan|
1913317||nan|nan|
1085847||nan|nan|
1445344||nan|nan|
2003789||nan|nan|
1423879||nan|nan|
1272766||nan|nan|
1149235||nan|nan|
1879901||nan|nan|
1708901||nan|nan|
1973075||nan|nan|
1469447||nan|nan|
1309929||nan|nan|
1701634||nan|nan|
1728955||nan|nan|
1709038||nan|nan|
1278060||nan|nan|
1087125||nan|nan|
1921421||nan|nan|
1402406||nan|nan|
1648738||nan|nan|
1330748||nan|nan|
1815392||nan|nan|
2007718||nan|nan|
1783644||nan|nan|
1746861||nan|nan|
1680810||nan|nan|
1557323||nan|nan|
1401660||nan|nan|
1800415||nan|nan|
1341423||nan|nan|
1105943||nan|nan|
1745753||nan|nan|
1544867||nan|nan|
1270384||nan|nan|
1043458||nan|nan|
1186407||nan|nan|
1615315||nan|nan|
1107258||nan|nan|
1067713||nan|nan|
1305475||nan|nan|
1842792||nan|nan|
1293252||nan|nan|
1309043||nan|nan|
1195255||nan|nan|
1145862||nan|nan|
1760049||nan|nan|
1135721||nan|nan|
1797869||nan|nan|
1869258||nan|nan|
1933281||nan|nan|
1076629||nan|nan|
1084651||nan|nan|
1250765||nan|nan|
1196473||nan|nan|
1376203||nan|nan|
1610603||nan|nan|
1077685||nan|nan|
1872782||nan|nan|
1394199||nan|nan|
1867310||nan|nan|
1816402||nan|nan|
1622365||nan|nan|
1784533||nan|nan|
1667333||nan|nan|
1891183||nan|nan|
1927450||nan|nan|
1949424||nan|nan|
1142407||nan|nan|
1112316||nan|nan|
1440170||nan|nan|
1826153||nan|nan|
1541343||nan|nan|
1595200||nan|nan|
1185892||nan|nan|
1586390||nan|nan|
1302256||nan|nan|
1633888||nan|nan|
1278719||nan|nan|
1466538||nan|nan|
1631950||nan|nan|
1947510||nan|nan|
1820265||nan|nan|
1063344||nan|nan|
1134527||nan|nan|
1219433||nan|nan|
2001901||nan|nan|
1884524||nan|nan|
1664205||nan|nan|
1824719||nan|nan|
1824719||nan|nan|
1953224||nan|nan|
1264758||nan|nan|
1173238||nan|nan|
1721294||nan|nan|
1317794||nan|nan|
1768075||nan|nan|
1746989||nan|nan|
2009286||nan|nan|
1450226||nan|nan|
1555755||nan|nan|
1282747||nan|nan|
1919690||nan|nan|
1523733||nan|nan|
1732947||nan|nan|
1420273||nan|nan|
1756958||nan|nan|
1932059||nan|nan|
1616599||nan|nan|
1484348||nan|nan|
1242112||nan|nan|
1477349||nan|nan|
1048571||nan|nan|
1223852||nan|nan|
1923586||nan|nan|
1560167||nan|nan|
1410051||nan|nan|
1642923||nan|nan|
1433335||nan|nan|
1306838||nan|nan|
1836072||nan|nan|
1602540||nan|nan|
1435341||nan|nan|
1447388||nan|nan|
1080394||nan|nan|
1429072||nan|nan|
1909215||nan|nan|
1464014||nan|nan|
1147007||nan|nan|
1592738||nan|nan|
1582301||nan|nan|
1958643||nan|nan|
1885156||nan|nan|
1509627||nan|nan|
1838522||nan|nan|
1053698||nan|nan|
1640658||nan|nan|
1311933||nan|nan|
1580519||nan|nan|
1314013||nan|nan|
1278053||nan|nan|
2001359||nan|nan|
1255105||nan|nan|
1321115||nan|nan|
1994436||nan|nan|
1809207||nan|nan|
1384382||nan|nan|
1435659||nan|nan|
1822299||nan|nan|
1599698||nan|nan|
1252007||nan|nan|
1668724||nan|nan|
1644947||nan|nan|
1511594||nan|nan|
1673912||nan|nan|
1195667||nan|nan|
1954884||nan|nan|
1881783||nan|nan|
1293560||nan|nan|
1065876||nan|nan|
1862647||nan|nan|
1237880||nan|nan|
1878677||nan|nan|
1983729||nan|nan|
1123105||nan|nan|
1047992||nan|nan|
1103673||nan|nan|
1173551||nan|nan|
1763169||nan|nan|
1958038||nan|nan|
1804067||nan|nan|
1358449||nan|nan|
1046351||nan|nan|
1312943||nan|nan|
1529982||nan|nan|
1329861||nan|nan|
2011144||nan|nan|
1814509||nan|nan|
1460104||nan|nan|
1348914||nan|nan|
1505484||nan|nan|
1663266||nan|nan|
1757507||nan|nan|
1405951||nan|nan|
1623069||nan|nan|
1397336||nan|nan|
1051340||nan|nan|
1160903||nan|nan|
1910322||nan|nan|
1556004||nan|nan|
1209443||nan|nan|
1735783||nan|nan|
1230200||nan|nan|
1032334||nan|nan|
1479103||nan|nan|
1822927||nan|nan|
1270040||nan|nan|
2011294||nan|nan|
1357738||nan|nan|
1335841||nan|nan|
1985620||nan|nan|
1103735||nan|nan|
1064219||nan|nan|
1809481||nan|nan|
1522211||nan|nan|
1649068||nan|nan|
1621727||nan|nan|
1104659||nan|nan|
1440978||nan|nan|
1060618||nan|nan|
1899310||nan|nan|
1034828||nan|nan|
1866369||nan|nan|
1298334||nan|nan|
1518261||nan|nan|
1457120||nan|nan|
1046221||nan|nan|
1990960||nan|nan|
1953318||nan|nan|
1373544||nan|nan|
1519620||nan|nan|
1488936||nan|nan|
1643781||nan|nan|
1317553||nan|nan|
1399607||nan|nan|
1723131||nan|nan|
1597227||nan|nan|
1431716||nan|nan|
1457710||nan|nan|
1921328||nan|nan|
1726846||nan|nan|
1895048||nan|nan|
1965150||nan|nan|
1457443||nan|nan|
1971594||nan|nan|
1973952||nan|nan|
1064422||nan|nan|
1495276||nan|nan|
1087094||nan|nan|
1895405||nan|nan|
1372769||nan|nan|
1196553||nan|nan|
1827449||nan|nan|
1603037||nan|nan|
1362041||nan|nan|
1392830||nan|nan|
1079568||nan|nan|
1017063|Z|Michalik|Mariusz|04-09-1935
1448113||nan|nan|
1461549||nan|nan|
1584112||nan|nan|
1667289||nan|nan|
1471775||nan|nan|
1398485||nan|nan|
1313295||nan|nan|
1844654||nan|nan|
1680441||nan|nan|
1809129||nan|nan|
1683698||nan|nan|
1420471||nan|nan|
1826055||nan|nan|
1618529||nan|nan|
1658806||nan|nan|
1927698||nan|nan|
1525273||nan|nan|
1074295||nan|nan|
1363358||nan|nan|
1383353||nan|nan|
1164040||nan|nan|
1233028||nan|nan|
1136458||nan|nan|
1885808||nan|nan|
1864101||nan|nan|
1557420||nan|nan|
1865156||nan|nan|
1055344||nan|nan|
1242876||nan|nan|
1608765||nan|nan|
1522104||nan|nan|
1541950||nan|nan|
1603654||nan|nan|
1561918||nan|nan|
1118479||nan|nan|
1819155||nan|nan|
1657816||nan|nan|
1144351||nan|nan|
1118147||nan|nan|
1722359||nan|nan|
1391659||nan|nan|
1848270||nan|nan|
1318634||nan|nan|
1544657||nan|nan|
1888444||nan|nan|
1061604||nan|nan|
1359182||nan|nan|
1999523||nan|nan|
1671749||nan|nan|
1372168||nan|nan|
1517456||nan|nan|
1536308||nan|nan|
1860861||nan|nan|
1983101||nan|nan|
1200115||nan|nan|
1542060||nan|nan|
1800848||nan|nan|
1678456||nan|nan|
1239571||nan|nan|
1078070||nan|nan|
1530218||nan|nan|
1123732||nan|nan|
1103656||nan|nan|
1058174||nan|nan|
1140636||nan|nan|
1687352||nan|nan|
1777723||nan|nan|
1482707||nan|nan|
1479907||nan|nan|
1454346||nan|nan|
1093281||nan|nan|
1130234||nan|nan|
1879055||nan|nan|
1374498||nan|nan|
1428360||nan|nan|
1144809||nan|nan|
1171639||nan|nan|
1866752||nan|nan|
1449431||nan|nan|
1027733||nan|nan|
1402946||nan|nan|
1229455||nan|nan|
1428833||nan|nan|
1217050||nan|nan|
1329524||nan|nan|
1205935||nan|nan|
1360678||nan|nan|
1728294||nan|nan|
1464151||nan|nan|
1095536||nan|nan|
1437833||nan|nan|
1847323||nan|nan|
1960871||nan|nan|
1133230||nan|nan|
1460510||nan|nan|
1165358||nan|nan|
1354013||nan|nan|
1581734||nan|nan|
1301521||nan|nan|
1144483||nan|nan|
1481176||nan|nan|
2012650||nan|nan|
1620806||nan|nan|
1646602||nan|nan|
1333545||nan|nan|
1840416||nan|nan|
1500428||nan|nan|
1890771||nan|nan|
1924980||nan|nan|
1375039||nan|nan|
1850809||nan|nan|
1755912||nan|nan|
1827614||nan|nan|
1980019||nan|nan|
1897957||nan|nan|
1681301||nan|nan|
1093677||nan|nan|
1996370||nan|nan|
1966397||nan|nan|
2014276||nan|nan|
1328088||nan|nan|
1211258||nan|nan|
1686749||nan|nan|
1324361||nan|nan|
1761758||nan|nan|
2005171||nan|nan|
1314754||nan|nan|
1674389||nan|nan|
1914633||nan|nan|
1421899||nan|nan|
1580629||nan|nan|
1494707||nan|nan|
1387177||nan|nan|
2012243||nan|nan|
1618009||nan|nan|
1809153||nan|nan|
1279774||nan|nan|
1734342||nan|nan|
1999415||nan|nan|
1999415||nan|nan|
1054116||nan|nan|
1655339||nan|nan|
1872820||nan|nan|
1850947||nan|nan|
1794047||nan|nan|
1171339||nan|nan|
1733528||nan|nan|
1247029||nan|nan|
1251974||nan|nan|
1550581||nan|nan|
1305041||nan|nan|
1922220||nan|nan|
1440283||nan|nan|
1901707||nan|nan|
1468769||nan|nan|
1179176||nan|nan|
1090086||nan|nan|
1770714||nan|nan|
1440402||nan|nan|
1558291||nan|nan|
1392674||nan|nan|
1567450||nan|nan|
1593878||nan|nan|
1445123||nan|nan|
1020902||nan|nan|
1468688||nan|nan|
1710845||nan|nan|
1060370||nan|nan|
1913451||nan|nan|
1902088||nan|nan|
1073296||nan|nan|
1541222||nan|nan|
1817904||nan|nan|
1992665||nan|nan|
1636485||nan|nan|
1603113||nan|nan|
1203222||nan|nan|
1822670||nan|nan|
1793666||nan|nan|
1657555||nan|nan|
1345497||nan|nan|
1242024||nan|nan|
1141369||nan|nan|
1789970||nan|nan|
1131725||nan|nan|
1546306||nan|nan|
1354478||nan|nan|
1544726||nan|nan|
1056199||nan|nan|
1404245||nan|nan|
1967451||nan|nan|
1066044||nan|nan|
1513115||nan|nan|
1120701||nan|nan|
1108836||nan|nan|
1662667||nan|nan|
1586137||nan|nan|
2002301||nan|nan|
1692123||nan|nan|
1803805||nan|nan|
1803805||nan|nan|
1307762||nan|nan|
1091159||nan|nan|
1608747||nan|nan|
1678123||nan|nan|
1744329||nan|nan|
1708641||nan|nan|
1625932||nan|nan|
1135932||nan|nan|
1220927||nan|nan|
1259496||nan|nan|
1287901||nan|nan|
1808487||nan|nan|
1789778||nan|nan|
1854166||nan|nan|
1049083||nan|nan|
1082244||nan|nan|
1375092||nan|nan|
1487029||nan|nan|
1222726||nan|nan|
1301305||nan|nan|
1728911||nan|nan|
1432317||nan|nan|
1762197||nan|nan|
1885100||nan|nan|
1026484||nan|nan|
1871498||nan|nan|
1329318||nan|nan|
1622709||nan|nan|
1970433||nan|nan|
1917537||nan|nan|
1712910||nan|nan|
1695800||nan|nan|
1930347||nan|nan|
1648287||nan|nan|
1478097||nan|nan|
1359087||nan|nan|
1133089||nan|nan|
1384035||nan|nan|
1024235||nan|nan|
1458153||nan|nan|
1507664||nan|nan|
1752266||nan|nan|
1499681||nan|nan|
1227017||nan|nan|
1110824||nan|nan|
1559403||nan|nan|
1051917||nan|nan|
1430534||nan|nan|
1498566||nan|nan|
1512703||nan|nan|
1276860||nan|nan|
1099052||nan|nan|
1969018||nan|nan|
1923224||nan|nan|
1216697||nan|nan|
1267707||nan|nan|
1473392||nan|nan|
1600755||nan|nan|
1847352||nan|nan|
1269052||nan|nan|
1932317||nan|nan|
1671858||nan|nan|
1846440||nan|nan|
1853973||nan|nan|
1467178||nan|nan|
1791907||nan|nan|
1129521||nan|nan|
1022062||nan|nan|
1365500||nan|nan|
1592224||nan|nan|
1893855||nan|nan|
1856208||nan|nan|
1762142||nan|nan|
1624051||nan|nan|
1428186||nan|nan|
1170154||nan|nan|
1074714||nan|nan|
1678454||nan|nan|
1212566||nan|nan|
1403823||nan|nan|
1695717||nan|nan|
1027446||nan|nan|
1520566||nan|nan|
1619338||nan|nan|
1124772||nan|nan|
1211023||nan|nan|
1206348||nan|nan|
1786190||nan|nan|
1283494||nan|nan|
1914123||nan|nan|
1793465||nan|nan|
1019833|Z|Duda|Patrycja|19-04-1917
1850450||nan|nan|
1952942||nan|nan|
1854344||nan|nan|
1206003||nan|nan|
1902663||nan|nan|
1149791||nan|nan|
1708634||nan|nan|
1715477||nan|nan|
1385046||nan|nan|
1209886||nan|nan|
1531193||nan|nan|
1155959||nan|nan|
1468379||nan|nan|
1851381||nan|nan|
1562884||nan|nan|
1129081||nan|nan|
1505536||nan|nan|
1252840||nan|nan|
1967441||nan|nan|
1393183||nan|nan|
1984791||nan|nan|
1275298||nan|nan|
1504054||nan|nan|
2007061||nan|nan|
1080415||nan|nan|
1351369||nan|nan|
2011752||nan|nan|
1151595||nan|nan|
1377716||nan|nan|
1356195||nan|nan|
1315318||nan|nan|
1911833||nan|nan|
1389543||nan|nan|
1442353||nan|nan|
1651963||nan|nan|
1673407||nan|nan|
1338821||nan|nan|
1296561||nan|nan|
1630147||nan|nan|
1549377||nan|nan|
1392754||nan|nan|
1355373||nan|nan|
1024182||nan|nan|
1987621||nan|nan|
1733467||nan|nan|
1513165||nan|nan|
1961167||nan|nan|
1290172||nan|nan|
1546321||nan|nan|
1063764||nan|nan|
1989451||nan|nan|
1530985||nan|nan|
1563637||nan|nan|
1185534||nan|nan|
1353527||nan|nan|
1943112||nan|nan|
1618742||nan|nan|
1342806||nan|nan|
1042935||nan|nan|
1080958||nan|nan|
1456487||nan|nan|
1476212||nan|nan|
1367595||nan|nan|
1290596||nan|nan|
1133017||nan|nan|
1989439||nan|nan|
1635050||nan|nan|
1478396||nan|nan|
1996417||nan|nan|
1493979||nan|nan|
1671108||nan|nan|
1872778||nan|nan|
1711458||nan|nan|
1437742||nan|nan|
1815086||nan|nan|
1819508||nan|nan|
1324908||nan|nan|
1328173||nan|nan|
1488921||nan|nan|
1852261||nan|nan|
1054527||nan|nan|
1901769||nan|nan|
1791229||nan|nan|
1402852||nan|nan|
1505161||nan|nan|
1249538||nan|nan|
1078924||nan|nan|
1831801||nan|nan|
1338240||nan|nan|
1348488||nan|nan|
1106576||nan|nan|
1792552||nan|nan|
1245262||nan|nan|
1732422||nan|nan|
1398904||nan|nan|
1267525||nan|nan|
1167482||nan|nan|
1163574||nan|nan|
1068450||nan|nan|
1334773||nan|nan|
1487097||nan|nan|
1454224||nan|nan|
1978958||nan|nan|
2013566||nan|nan|
2010123||nan|nan|
1426669||nan|nan|
1460924||nan|nan|
1454084||nan|nan|
1651246||nan|nan|
1895993||nan|nan|
1084150||nan|nan|
1414123||nan|nan|
1549108||nan|nan|
1432581||nan|nan|
1246990||nan|nan|
1289277||nan|nan|
1876631||nan|nan|
1757120||nan|nan|
1271379||nan|nan|
1380045||nan|nan|
1362465||nan|nan|
1270254||nan|nan|
1061382||nan|nan|
1166673||nan|nan|
1227387||nan|nan|
1198891||nan|nan|
1855240||nan|nan|
1800547||nan|nan|
1145407||nan|nan|
1423279||nan|nan|
1402929||nan|nan|
1682210||nan|nan|
1791382||nan|nan|
1525950||nan|nan|
1515641||nan|nan|
1548299||nan|nan|
1081608||nan|nan|
1850879||nan|nan|
1064580||nan|nan|
1902205||nan|nan|
2008263||nan|nan|
1889412||nan|nan|
1466344||nan|nan|
1615723||nan|nan|
1218427||nan|nan|
1115305||nan|nan|
1458731||nan|nan|
1162447||nan|nan|
1998860||nan|nan|
1212228||nan|nan|
1733632||nan|nan|
1088973||nan|nan|
1191844||nan|nan|
1336615||nan|nan|
1373408||nan|nan|
1367493||nan|nan|
1188459||nan|nan|
2002419||nan|nan|
1424373||nan|nan|
1658661||nan|nan|
1197440||nan|nan|
1411264||nan|nan|
1316778||nan|nan|
1886374||nan|nan|
1577157||nan|nan|
1990516||nan|nan|
1184268||nan|nan|
1086049||nan|nan|
1023940||nan|nan|
1523385||nan|nan|
1587781||nan|nan|
1047245||nan|nan|
1645398||nan|nan|
1682438||nan|nan|
1513740||nan|nan|
1353260||nan|nan|
1544606||nan|nan|
1625247||nan|nan|
1164766||nan|nan|
1332174||nan|nan|
1729790||nan|nan|
1674533||nan|nan|
1359221||nan|nan|
1310610||nan|nan|
1994773||nan|nan|
1912058||nan|nan|
1177831||nan|nan|
1367446||nan|nan|
1557824||nan|nan|
1603855||nan|nan|
1296041||nan|nan|
1664560||nan|nan|
1224868||nan|nan|
1376450||nan|nan|
1996155||nan|nan|
1077203||nan|nan|
1483581||nan|nan|
1322181||nan|nan|
1923952||nan|nan|
1599702||nan|nan|
1100619||nan|nan|
1105402||nan|nan|
1961928||nan|nan|
1799120||nan|nan|
1327673||nan|nan|
1272972||nan|nan|
1249439||nan|nan|
1939111||nan|nan|
1640526||nan|nan|
1956428||nan|nan|
1191748||nan|nan|
1414913||nan|nan|
1208592||nan|nan|
1528897||nan|nan|
1265844||nan|nan|
1588535||nan|nan|
1960553||nan|nan|
1921520||nan|nan|
1502886||nan|nan|
1665561||nan|nan|
1857668||nan|nan|
1216930||nan|nan|
1699884||nan|nan|
1030192||nan|nan|
1505948||nan|nan|
1611104||nan|nan|
1293396||nan|nan|
1117681||nan|nan|
1436735||nan|nan|
1937205||nan|nan|
1303978||nan|nan|
1591866||nan|nan|
1258993||nan|nan|
1209892||nan|nan|
1955770||nan|nan|
1484142||nan|nan|
1105473||nan|nan|
1292416||nan|nan|
1543676||nan|nan|
1525207||nan|nan|
1566125||nan|nan|
1672557||nan|nan|
1695215||nan|nan|
1464346||nan|nan|
1458374||nan|nan|
1209975||nan|nan|
1088363||nan|nan|
1949208||nan|nan|
1859949||nan|nan|
1334958||nan|nan|
1723475||nan|nan|
1447184||nan|nan|
1418113||nan|nan|
1615967||nan|nan|
1325373||nan|nan|
1649167||nan|nan|
1828601||nan|nan|
1984901||nan|nan|
1854209||nan|nan|
1593069||nan|nan|
1270874||nan|nan|
1681375||nan|nan|
1986587||nan|nan|
1816286||nan|nan|
2007224||nan|nan|
1347139||nan|nan|
1723755||nan|nan|
1636371||nan|nan|
1042392||nan|nan|
1855879||nan|nan|
1491253||nan|nan|
1633104||nan|nan|
1733418||nan|nan|
1906353||nan|nan|
1096130||nan|nan|
1142815||nan|nan|
